noise_frac_spacing,n_seeds,pdr,pdr_std,mean_stretch_delivered,stretch_std,greedy_failure_rate,loop_rate
0.0,10,1.0,0.0,1.1416674603174604,0.010542450823473598,0.0,0.0
0.02,10,1.0,0.0,1.142436111111111,0.009823756507106738,0.0,0.0
0.05,10,1.0,0.0,1.141457142857143,0.01312413182449806,0.0,0.0
0.1,10,1.0,0.0,1.142984126984127,0.01203982350444548,0.0,0.0
0.15,10,1.0,0.0,1.147547619047619,0.013027475928042896,0.0,0.0
0.2,10,1.0,0.0,1.1517210317460316,0.009605827947244197,0.0,0.0
0.3,10,1.0,0.0,1.167231349206349,0.013629711280780523,0.0,0.0
