n_nodes,seed,case,src,dest,status,hop_count,shortest_hops,stretch,decision_agreement
250,6,A_reference,123,48,delivered,6,5,1.2,
250,6,A_reference,102,203,delivered,5,4,1.25,
250,6,A_reference,123,176,delivered,6,5,1.2,
250,6,A_reference,188,116,delivered,5,4,1.25,
250,6,A_reference,170,162,delivered,4,4,1.0,
250,6,A_reference,12,118,delivered,5,4,1.25,
250,6,A_reference,57,156,delivered,3,3,1.0,
250,6,A_reference,210,166,delivered,3,3,1.0,
250,6,A_reference,207,38,delivered,7,5,1.4,
250,6,A_reference,168,48,delivered,5,4,1.25,
250,6,A_reference,163,230,delivered,3,3,1.0,
250,6,A_reference,175,95,delivered,3,2,1.5,
250,6,A_reference,200,19,delivered,6,5,1.2,
250,6,A_reference,188,12,delivered,6,5,1.2,
250,6,A_reference,225,200,delivered,3,3,1.0,
250,6,A_reference,169,11,delivered,5,5,1.0,
250,6,A_reference,243,214,delivered,2,2,1.0,
250,6,A_reference,111,75,delivered,3,2,1.5,
250,6,A_reference,243,105,delivered,5,5,1.0,
250,6,B_mds_only,41,123,delivered,3,3,1.0,1.0
250,6,B_mds_only,5,213,delivered,7,5,1.4,1.0
250,6,B_mds_only,141,154,delivered,2,2,1.0,1.0
250,6,B_mds_only,145,89,delivered,5,4,1.25,0.8
250,6,B_mds_only,29,233,delivered,6,6,1.0,1.0
250,6,B_mds_only,54,141,delivered,4,4,1.0,1.0
250,6,B_mds_only,35,157,delivered,5,5,1.0,1.0
250,6,B_mds_only,53,94,delivered,5,4,1.25,0.8
250,6,B_mds_only,199,241,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,164,121,delivered,3,3,1.0,1.0
250,6,B_mds_only,152,208,delivered,6,4,1.5,1.0
250,6,B_mds_only,32,188,delivered,7,7,1.0,0.7142857142857143
250,6,B_mds_only,198,84,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,115,238,delivered,7,5,1.4,0.8571428571428571
250,6,B_mds_only,99,25,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,81,188,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,144,120,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,223,185,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,113,121,delivered,4,4,1.0,1.0
250,6,B_mds_only,10,136,delivered,4,4,1.0,1.0
250,6,B_mds_only,82,76,delivered,5,4,1.25,1.0
250,6,B_mds_only,156,34,delivered,6,5,1.2,1.0
250,6,B_mds_only,97,59,delivered,6,5,1.2,1.0
250,6,B_mds_only,22,49,delivered,3,2,1.5,1.0
250,6,B_mds_only,169,40,delivered,4,4,1.0,1.0
250,6,B_mds_only,62,1,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,202,55,delivered,5,4,1.25,0.8
250,6,B_mds_only,172,183,delivered,2,2,1.0,1.0
250,6,B_mds_only,230,114,delivered,4,4,1.0,0.75
250,6,B_mds_only,55,199,delivered,4,4,1.0,1.0
250,6,B_mds_only,127,235,delivered,5,4,1.25,0.6
250,6,B_mds_only,189,49,delivered,6,6,1.0,1.0
250,6,B_mds_only,32,27,delivered,6,5,1.2,1.0
250,6,B_mds_only,129,116,delivered,2,2,1.0,1.0
250,6,B_mds_only,12,196,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,216,121,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,22,131,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,202,127,delivered,4,4,1.0,1.0
250,6,B_mds_only,160,157,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,67,30,delivered,6,5,1.2,1.0
250,6,B_mds_only,159,223,delivered,2,2,1.0,1.0
250,6,B_mds_only,11,57,delivered,2,2,1.0,1.0
250,6,B_mds_only,68,220,delivered,7,5,1.4,1.0
250,6,B_mds_only,131,143,delivered,6,5,1.2,1.0
250,6,B_mds_only,124,226,delivered,6,5,1.2,1.0
250,6,B_mds_only,55,224,delivered,5,5,1.0,1.0
250,6,B_mds_only,140,166,delivered,3,3,1.0,1.0
250,6,B_mds_only,90,142,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,70,105,delivered,2,2,1.0,1.0
250,6,B_mds_only,81,39,delivered,3,3,1.0,1.0
250,6,B_mds_only,111,214,delivered,7,5,1.4,0.8571428571428571
250,6,B_mds_only,82,231,delivered,5,4,1.25,1.0
250,6,B_mds_only,204,47,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,89,231,delivered,4,4,1.0,1.0
250,6,B_mds_only,249,121,delivered,4,4,1.0,1.0
250,6,B_mds_only,227,90,delivered,6,5,1.2,1.0
250,6,B_mds_only,8,232,delivered,8,6,1.3333333333333333,1.0
250,6,B_mds_only,112,83,delivered,2,2,1.0,0.5
250,6,B_mds_only,176,11,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,117,217,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,195,233,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,90,99,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,197,218,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,25,122,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,154,223,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,10,100,delivered,4,4,1.0,1.0
250,6,B_mds_only,178,59,delivered,6,5,1.2,1.0
250,6,B_mds_only,193,205,delivered,6,5,1.2,1.0
250,6,B_mds_only,81,30,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,211,237,delivered,5,4,1.25,0.6
250,6,B_mds_only,217,110,delivered,5,4,1.25,0.8
250,6,B_mds_only,150,185,delivered,2,2,1.0,1.0
250,6,B_mds_only,19,245,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,89,201,delivered,3,3,1.0,1.0
250,6,B_mds_only,224,31,delivered,10,8,1.25,0.9
250,6,B_mds_only,233,57,delivered,6,5,1.2,1.0
250,6,B_mds_only,175,141,delivered,2,2,1.0,1.0
250,6,B_mds_only,201,155,delivered,2,2,1.0,0.5
250,6,B_mds_only,67,108,delivered,5,4,1.25,0.8
250,6,B_mds_only,76,46,delivered,2,2,1.0,0.5
250,6,B_mds_only,71,211,delivered,4,4,1.0,0.75
250,6,B_mds_only,108,221,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,244,152,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,28,0,delivered,5,5,1.0,0.6
250,6,B_mds_only,214,242,delivered,2,2,1.0,1.0
250,6,B_mds_only,179,64,delivered,4,4,1.0,0.5
250,6,B_mds_only,99,191,delivered,5,5,1.0,1.0
250,6,B_mds_only,111,147,delivered,6,5,1.2,1.0
250,6,B_mds_only,42,223,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,27,144,delivered,6,5,1.2,1.0
250,6,B_mds_only,204,193,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,62,183,delivered,5,5,1.0,1.0
250,6,B_mds_only,85,193,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,106,178,delivered,5,4,1.25,1.0
250,6,B_mds_only,55,10,delivered,2,2,1.0,0.5
250,6,B_mds_only,172,86,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,243,45,delivered,7,7,1.0,1.0
250,6,B_mds_only,95,156,delivered,2,2,1.0,1.0
250,6,B_mds_only,222,47,delivered,5,5,1.0,0.8
250,6,B_mds_only,62,239,delivered,5,5,1.0,0.8
250,6,B_mds_only,231,2,delivered,8,6,1.3333333333333333,0.875
250,6,B_mds_only,24,202,delivered,6,5,1.2,1.0
250,6,B_mds_only,249,204,delivered,2,2,1.0,1.0
250,6,B_mds_only,210,157,delivered,6,6,1.0,0.8333333333333334
250,6,B_mds_only,233,4,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,194,217,delivered,4,4,1.0,1.0
250,6,B_mds_only,140,21,delivered,4,4,1.0,0.5
250,6,B_mds_only,233,100,delivered,5,4,1.25,1.0
250,6,B_mds_only,96,209,delivered,5,3,1.6666666666666667,0.6
250,6,B_mds_only,67,6,delivered,2,2,1.0,1.0
250,6,B_mds_only,173,99,delivered,5,5,1.0,1.0
250,6,B_mds_only,4,184,delivered,7,5,1.4,0.7142857142857143
250,6,B_mds_only,92,1,delivered,6,5,1.2,1.0
250,6,B_mds_only,105,48,delivered,5,4,1.25,0.6
250,6,B_mds_only,49,96,delivered,2,2,1.0,1.0
250,6,B_mds_only,62,125,delivered,2,2,1.0,1.0
250,6,B_mds_only,111,198,delivered,5,5,1.0,1.0
250,6,B_mds_only,17,213,delivered,7,6,1.1666666666666667,0.7142857142857143
250,6,B_mds_only,94,157,delivered,2,2,1.0,1.0
250,6,B_mds_only,243,33,delivered,6,6,1.0,0.8333333333333334
250,6,B_mds_only,81,35,delivered,2,2,1.0,1.0
250,6,B_mds_only,43,131,delivered,5,4,1.25,1.0
250,6,B_mds_only,159,122,delivered,3,2,1.5,1.0
250,6,B_mds_only,52,95,delivered,6,5,1.2,1.0
250,6,B_mds_only,129,125,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,168,83,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,218,31,delivered,8,5,1.6,0.875
250,6,B_mds_only,243,14,delivered,9,7,1.2857142857142858,0.8888888888888888
250,6,B_mds_only,79,194,delivered,8,6,1.3333333333333333,0.875
250,6,B_mds_only,62,185,delivered,4,4,1.0,1.0
250,6,B_mds_only,65,142,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,98,140,delivered,5,5,1.0,1.0
250,6,B_mds_only,248,186,delivered,2,2,1.0,1.0
250,6,B_mds_only,60,170,delivered,3,3,1.0,1.0
250,6,B_mds_only,99,63,delivered,6,5,1.2,1.0
250,6,B_mds_only,236,48,delivered,9,7,1.2857142857142858,0.8888888888888888
250,6,B_mds_only,183,23,delivered,6,5,1.2,1.0
250,6,B_mds_only,20,247,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,31,151,delivered,6,5,1.2,1.0
250,6,B_mds_only,119,191,delivered,5,4,1.25,0.8
250,6,B_mds_only,26,65,delivered,6,4,1.5,1.0
250,6,B_mds_only,0,4,delivered,2,2,1.0,0.0
250,6,B_mds_only,105,219,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,41,175,delivered,4,4,1.0,1.0
250,6,B_mds_only,156,161,delivered,5,5,1.0,1.0
250,6,B_mds_only,64,18,delivered,2,2,1.0,1.0
250,6,B_mds_only,110,145,delivered,8,6,1.3333333333333333,1.0
250,6,B_mds_only,94,229,delivered,8,6,1.3333333333333333,0.875
250,6,B_mds_only,180,119,delivered,2,2,1.0,1.0
250,6,B_mds_only,60,51,delivered,4,4,1.0,0.75
250,6,B_mds_only,33,90,delivered,5,4,1.25,1.0
250,6,B_mds_only,146,141,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,32,11,delivered,6,5,1.2,1.0
250,6,B_mds_only,203,245,delivered,3,3,1.0,1.0
250,6,B_mds_only,4,137,delivered,4,4,1.0,1.0
250,6,B_mds_only,57,138,delivered,3,2,1.5,1.0
250,6,B_mds_only,66,27,delivered,4,4,1.0,1.0
250,6,B_mds_only,111,245,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,245,24,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,151,196,delivered,3,2,1.5,1.0
250,6,B_mds_only,127,41,delivered,3,3,1.0,1.0
250,6,B_mds_only,117,4,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,64,245,delivered,6,5,1.2,1.0
250,6,B_mds_only,15,148,delivered,8,6,1.3333333333333333,0.625
250,6,B_mds_only,236,146,delivered,5,5,1.0,1.0
250,6,B_mds_only,243,140,delivered,6,5,1.2,1.0
250,6,B_mds_only,0,166,delivered,6,5,1.2,0.5
250,6,B_mds_only,200,127,delivered,5,4,1.25,1.0
250,6,B_mds_only,17,59,delivered,5,4,1.25,1.0
250,6,B_mds_only,120,131,delivered,2,2,1.0,1.0
250,6,B_mds_only,134,109,delivered,3,3,1.0,1.0
250,6,B_mds_only,23,156,delivered,4,4,1.0,1.0
250,6,B_mds_only,104,79,delivered,3,3,1.0,1.0
250,6,B_mds_only,114,105,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,104,50,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,116,55,delivered,2,2,1.0,1.0
250,6,B_mds_only,153,206,delivered,3,2,1.5,1.0
250,6,B_mds_only,69,223,delivered,6,6,1.0,1.0
250,6,B_mds_only,13,16,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,245,205,delivered,4,4,1.0,0.75
250,6,B_mds_only,42,152,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,215,2,delivered,8,6,1.3333333333333333,0.75
250,6,B_mds_only,32,37,delivered,2,2,1.0,1.0
250,6,B_mds_only,136,173,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,71,32,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,56,155,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,116,219,delivered,5,4,1.25,0.8
250,6,B_mds_only,186,84,delivered,4,4,1.0,1.0
250,6,B_mds_only,51,10,delivered,4,4,1.0,1.0
250,6,B_mds_only,67,136,delivered,3,3,1.0,1.0
250,6,B_mds_only,80,91,delivered,6,4,1.5,1.0
250,6,B_mds_only,24,135,delivered,3,3,1.0,1.0
250,6,B_mds_only,237,60,delivered,6,5,1.2,1.0
250,6,B_mds_only,21,109,delivered,5,4,1.25,1.0
250,6,B_mds_only,166,236,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,191,126,delivered,2,2,1.0,1.0
250,6,B_mds_only,139,167,delivered,3,2,1.5,1.0
250,6,B_mds_only,23,167,delivered,4,4,1.0,0.75
250,6,B_mds_only,94,20,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,139,117,delivered,3,3,1.0,1.0
250,6,B_mds_only,227,89,delivered,6,5,1.2,1.0
250,6,B_mds_only,157,102,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,100,232,delivered,4,4,1.0,0.5
250,6,B_mds_only,171,191,delivered,2,2,1.0,1.0
250,6,B_mds_only,244,72,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,1,246,delivered,7,7,1.0,1.0
250,6,B_mds_only,67,211,delivered,4,4,1.0,1.0
250,6,B_mds_only,107,32,delivered,6,5,1.2,1.0
250,6,B_mds_only,93,7,delivered,3,3,1.0,1.0
250,6,B_mds_only,138,231,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,25,67,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,192,37,delivered,5,5,1.0,1.0
250,6,B_mds_only,53,64,delivered,3,2,1.5,0.6666666666666666
250,6,B_mds_only,121,115,delivered,3,3,1.0,1.0
250,6,B_mds_only,195,126,delivered,7,5,1.4,0.7142857142857143
250,6,B_mds_only,88,47,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,238,208,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,16,79,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,89,85,delivered,2,2,1.0,1.0
250,6,B_mds_only,20,173,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,132,31,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,201,7,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,127,246,delivered,6,5,1.2,1.0
250,6,B_mds_only,165,247,delivered,2,2,1.0,1.0
250,6,B_mds_only,149,73,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,46,68,delivered,6,5,1.2,0.6666666666666666
250,6,B_mds_only,79,226,delivered,8,7,1.1428571428571428,0.75
250,6,B_mds_only,86,198,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,244,80,delivered,5,4,1.25,1.0
250,6,B_mds_only,223,63,delivered,5,4,1.25,1.0
250,6,B_mds_only,54,151,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,168,206,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,124,74,delivered,2,2,1.0,1.0
250,6,B_mds_only,144,81,delivered,3,2,1.5,1.0
250,6,B_mds_only,78,216,delivered,5,5,1.0,0.6
250,6,B_mds_only,162,2,delivered,4,4,1.0,1.0
250,6,B_mds_only,26,225,delivered,8,6,1.3333333333333333,0.875
250,6,B_mds_only,39,48,delivered,4,3,1.3333333333333333,0.5
250,6,B_mds_only,33,132,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,216,13,delivered,8,6,1.3333333333333333,0.625
250,6,B_mds_only,73,207,delivered,5,4,1.25,1.0
250,6,B_mds_only,209,105,delivered,5,5,1.0,1.0
250,6,B_mds_only,223,51,delivered,8,7,1.1428571428571428,0.875
250,6,B_mds_only,129,74,delivered,5,4,1.25,1.0
250,6,B_mds_only,199,151,delivered,2,2,1.0,1.0
250,6,B_mds_only,121,95,delivered,3,3,1.0,1.0
250,6,B_mds_only,107,234,delivered,3,3,1.0,1.0
250,6,B_mds_only,25,104,delivered,2,2,1.0,0.5
250,6,B_mds_only,190,228,delivered,5,5,1.0,0.8
250,6,B_mds_only,101,149,delivered,2,2,1.0,1.0
250,6,B_mds_only,200,228,delivered,2,2,1.0,1.0
250,6,B_mds_only,204,201,delivered,2,2,1.0,1.0
250,6,B_mds_only,40,108,delivered,3,2,1.5,1.0
250,6,B_mds_only,240,157,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,171,91,delivered,3,3,1.0,1.0
250,6,B_mds_only,208,135,delivered,4,4,1.0,1.0
250,6,B_mds_only,108,138,delivered,2,2,1.0,1.0
250,6,B_mds_only,40,52,delivered,2,2,1.0,1.0
250,6,B_mds_only,126,234,delivered,4,4,1.0,1.0
250,6,B_mds_only,162,219,delivered,5,4,1.25,1.0
250,6,B_mds_only,26,183,delivered,5,4,1.25,0.8
250,6,B_mds_only,169,180,delivered,3,2,1.5,1.0
250,6,B_mds_only,139,242,delivered,5,5,1.0,0.8
250,6,B_mds_only,172,22,delivered,5,4,1.25,1.0
250,6,B_mds_only,123,46,delivered,3,3,1.0,1.0
250,6,B_mds_only,209,67,delivered,5,4,1.25,0.8
250,6,B_mds_only,37,120,delivered,3,3,1.0,1.0
250,6,B_mds_only,225,70,delivered,6,5,1.2,1.0
250,6,B_mds_only,119,219,delivered,4,3,1.3333333333333333,0.5
250,6,B_mds_only,58,210,delivered,6,6,1.0,1.0
250,6,B_mds_only,220,143,delivered,2,2,1.0,1.0
250,6,B_mds_only,230,163,delivered,3,3,1.0,1.0
250,6,B_mds_only,162,52,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,68,7,delivered,2,2,1.0,0.5
250,6,B_mds_only,169,190,delivered,3,3,1.0,1.0
250,6,B_mds_only,59,37,delivered,3,3,1.0,0.3333333333333333
250,6,B_mds_only,207,152,delivered,4,4,1.0,0.5
250,6,B_mds_only,114,9,delivered,5,4,1.25,0.8
250,6,B_mds_only,43,50,delivered,5,4,1.25,1.0
250,6,B_mds_only,168,105,delivered,3,2,1.5,1.0
250,6,B_mds_only,116,120,delivered,2,2,1.0,1.0
250,6,B_mds_only,92,182,delivered,5,4,1.25,1.0
250,6,B_mds_only,209,79,delivered,8,7,1.1428571428571428,0.875
250,6,B_mds_only,64,220,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,11,76,delivered,2,2,1.0,1.0
250,6,B_mds_only,117,248,delivered,4,4,1.0,1.0
250,6,B_mds_only,218,156,delivered,3,2,1.5,1.0
250,6,B_mds_only,78,196,delivered,6,5,1.2,1.0
250,6,B_mds_only,200,211,delivered,3,2,1.5,1.0
250,6,B_mds_only,228,37,delivered,6,5,1.2,1.0
250,6,B_mds_only,249,20,delivered,8,7,1.1428571428571428,0.875
250,6,B_mds_only,35,175,delivered,6,6,1.0,1.0
250,6,B_mds_only,153,214,delivered,2,2,1.0,1.0
250,6,B_mds_only,69,25,delivered,3,2,1.5,1.0
250,6,B_mds_only,204,67,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,113,215,delivered,5,4,1.25,0.8
250,6,B_mds_only,78,66,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,240,169,delivered,5,4,1.25,1.0
250,6,B_mds_only,138,81,delivered,4,4,1.0,1.0
250,6,B_mds_only,218,63,delivered,7,5,1.4,1.0
250,6,B_mds_only,112,70,delivered,4,3,1.3333333333333333,0.5
250,6,B_mds_only,58,135,delivered,2,2,1.0,1.0
250,6,B_mds_only,49,108,delivered,7,5,1.4,0.7142857142857143
250,6,B_mds_only,212,108,delivered,5,5,1.0,0.8
250,6,B_mds_only,18,205,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,138,115,delivered,3,3,1.0,1.0
250,6,B_mds_only,237,105,delivered,4,4,1.0,1.0
250,6,B_mds_only,9,65,delivered,5,4,1.25,1.0
250,6,B_mds_only,146,195,delivered,2,2,1.0,1.0
250,6,B_mds_only,106,240,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,198,114,delivered,3,3,1.0,1.0
250,6,B_mds_only,230,164,delivered,3,2,1.5,0.6666666666666666
250,6,B_mds_only,192,55,delivered,5,5,1.0,0.8
250,6,B_mds_only,27,56,delivered,2,2,1.0,1.0
250,6,B_mds_only,46,201,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,77,204,delivered,5,4,1.25,0.4
250,6,B_mds_only,181,13,delivered,8,6,1.3333333333333333,0.875
250,6,B_mds_only,181,100,delivered,2,2,1.0,1.0
250,6,B_mds_only,212,183,delivered,2,2,1.0,1.0
250,6,B_mds_only,152,48,delivered,5,4,1.25,1.0
250,6,B_mds_only,243,176,delivered,2,2,1.0,1.0
250,6,B_mds_only,183,82,delivered,4,4,1.0,1.0
250,6,B_mds_only,245,54,delivered,6,5,1.2,1.0
250,6,B_mds_only,157,136,delivered,3,3,1.0,1.0
250,6,B_mds_only,108,249,delivered,5,4,1.25,0.8
250,6,B_mds_only,177,23,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,12,78,delivered,2,2,1.0,0.5
250,6,B_mds_only,17,37,delivered,2,2,1.0,1.0
250,6,B_mds_only,83,140,delivered,5,4,1.25,0.8
250,6,B_mds_only,136,91,delivered,2,2,1.0,1.0
250,6,B_mds_only,239,5,delivered,8,7,1.1428571428571428,1.0
250,6,B_mds_only,7,202,delivered,6,5,1.2,1.0
250,6,B_mds_only,145,185,delivered,5,4,1.25,0.8
250,6,B_mds_only,210,187,delivered,4,4,1.0,1.0
250,6,B_mds_only,5,95,delivered,6,5,1.2,0.6666666666666666
250,6,B_mds_only,144,73,delivered,5,4,1.25,1.0
250,6,B_mds_only,7,100,delivered,3,3,1.0,1.0
250,6,B_mds_only,114,20,delivered,3,3,1.0,1.0
250,6,B_mds_only,206,210,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,96,186,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,153,10,delivered,5,4,1.25,0.8
250,6,B_mds_only,123,129,delivered,6,5,1.2,1.0
250,6,B_mds_only,228,166,delivered,3,2,1.5,1.0
250,6,B_mds_only,184,126,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,85,7,delivered,4,2,2.0,1.0
250,6,B_mds_only,126,232,delivered,6,4,1.5,0.6666666666666666
250,6,B_mds_only,114,28,delivered,5,5,1.0,1.0
250,6,B_mds_only,93,25,delivered,3,3,1.0,1.0
250,6,B_mds_only,135,92,delivered,3,3,1.0,1.0
250,6,B_mds_only,181,109,delivered,5,4,1.25,0.8
250,6,B_mds_only,208,187,delivered,4,4,1.0,1.0
250,6,B_mds_only,163,88,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,140,7,delivered,4,4,1.0,1.0
250,6,B_mds_only,202,113,delivered,6,4,1.5,1.0
250,6,B_mds_only,71,64,delivered,3,3,1.0,1.0
250,6,B_mds_only,136,241,delivered,5,5,1.0,1.0
250,6,B_mds_only,207,72,delivered,5,4,1.25,1.0
250,6,B_mds_only,163,139,delivered,5,4,1.25,1.0
250,6,B_mds_only,78,37,delivered,6,4,1.5,0.6666666666666666
250,6,B_mds_only,157,231,delivered,4,4,1.0,1.0
250,6,B_mds_only,194,122,delivered,5,4,1.25,1.0
250,6,B_mds_only,69,147,delivered,3,3,1.0,1.0
250,6,B_mds_only,195,201,delivered,4,3,1.3333333333333333,0.75
250,6,B_mds_only,133,25,delivered,3,3,1.0,1.0
250,6,B_mds_only,121,132,delivered,3,3,1.0,1.0
250,6,B_mds_only,7,67,delivered,3,3,1.0,0.6666666666666666
250,6,B_mds_only,11,242,delivered,8,7,1.1428571428571428,0.75
250,6,B_mds_only,0,183,delivered,7,6,1.1666666666666667,0.8571428571428571
250,6,B_mds_only,235,47,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,67,144,delivered,3,3,1.0,1.0
250,6,B_mds_only,247,17,delivered,8,7,1.1428571428571428,0.875
250,6,B_mds_only,208,84,delivered,4,4,1.0,1.0
250,6,B_mds_only,15,135,delivered,6,5,1.2,0.6666666666666666
250,6,B_mds_only,246,62,delivered,9,6,1.5,0.6666666666666666
250,6,B_mds_only,156,98,delivered,5,5,1.0,1.0
250,6,B_mds_only,170,31,delivered,5,5,1.0,1.0
250,6,B_mds_only,238,119,delivered,5,4,1.25,1.0
250,6,B_mds_only,158,17,delivered,7,6,1.1666666666666667,1.0
250,6,B_mds_only,150,3,delivered,4,4,1.0,1.0
250,6,B_mds_only,128,177,delivered,2,2,1.0,1.0
250,6,B_mds_only,77,157,delivered,3,2,1.5,0.6666666666666666
250,6,B_mds_only,242,180,delivered,2,2,1.0,1.0
250,6,B_mds_only,118,225,delivered,5,4,1.25,1.0
250,6,B_mds_only,246,28,delivered,8,7,1.1428571428571428,0.875
250,6,B_mds_only,25,80,delivered,5,4,1.25,1.0
250,6,B_mds_only,146,247,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,70,186,delivered,4,4,1.0,1.0
250,6,B_mds_only,231,237,delivered,3,3,1.0,1.0
250,6,B_mds_only,234,188,delivered,2,2,1.0,0.5
250,6,B_mds_only,226,198,delivered,2,2,1.0,1.0
250,6,B_mds_only,9,55,delivered,2,2,1.0,1.0
250,6,B_mds_only,175,91,delivered,5,3,1.6666666666666667,0.8
250,6,B_mds_only,105,197,delivered,3,3,1.0,1.0
250,6,B_mds_only,240,118,delivered,5,5,1.0,1.0
250,6,B_mds_only,36,63,delivered,5,5,1.0,0.8
250,6,B_mds_only,96,138,delivered,5,4,1.25,0.8
250,6,B_mds_only,12,243,delivered,9,7,1.2857142857142858,1.0
250,6,B_mds_only,16,117,delivered,5,3,1.6666666666666667,0.8
250,6,B_mds_only,200,151,delivered,2,2,1.0,1.0
250,6,B_mds_only,131,185,delivered,3,3,1.0,1.0
250,6,B_mds_only,81,232,delivered,6,5,1.2,1.0
250,6,B_mds_only,79,59,delivered,2,2,1.0,0.5
250,6,B_mds_only,95,83,delivered,6,5,1.2,0.8333333333333334
250,6,B_mds_only,231,195,delivered,2,2,1.0,1.0
250,6,B_mds_only,241,212,delivered,2,2,1.0,1.0
250,6,B_mds_only,123,14,delivered,4,3,1.3333333333333333,1.0
250,6,B_mds_only,214,45,delivered,6,6,1.0,1.0
250,6,B_mds_only,84,209,delivered,4,4,1.0,1.0
250,6,B_mds_only,74,29,delivered,2,2,1.0,1.0
250,6,B_mds_only,79,171,delivered,5,4,1.25,1.0
250,6,B_mds_only,169,47,delivered,5,5,1.0,0.8
