n_nodes,seed,case,src,dest,status,hop_count,shortest_hops,stretch,decision_agreement
250,8,C_mds_attraction,23,221,delivered,7,6,1.1666666666666667,0.7142857142857143
250,8,C_mds_attraction,184,206,delivered,3,3,1.0,0.3333333333333333
250,8,C_mds_attraction,247,112,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,86,124,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,194,13,delivered,7,7,1.0,0.5714285714285714
250,8,C_mds_attraction,225,143,delivered,7,6,1.1666666666666667,0.7142857142857143
250,8,C_mds_attraction,208,143,delivered,8,7,1.1428571428571428,0.75
250,8,C_mds_attraction,205,57,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,202,157,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,226,196,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,79,7,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,2,184,delivered,5,5,1.0,0.6
250,8,C_mds_attraction,190,230,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,115,136,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,154,4,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,159,200,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,3,183,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,215,18,delivered,6,5,1.2,0.6666666666666666
250,8,C_mds_attraction,148,174,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,103,186,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,201,97,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,44,221,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,51,212,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,29,19,delivered,5,4,1.25,0.4
250,8,C_mds_attraction,125,129,delivered,8,5,1.6,1.0
250,8,C_mds_attraction,238,142,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,47,230,delivered,7,6,1.1666666666666667,1.0
250,8,C_mds_attraction,45,106,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,18,225,delivered,7,6,1.1666666666666667,0.7142857142857143
250,8,C_mds_attraction,135,173,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,10,56,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,190,47,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,23,13,delivered,3,3,1.0,0.3333333333333333
250,8,C_mds_attraction,55,156,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,87,218,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,37,202,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,146,104,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,242,152,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,151,223,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,118,229,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,37,196,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,140,75,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,51,146,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,247,9,delivered,9,6,1.5,1.0
250,8,C_mds_attraction,204,140,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,243,94,delivered,9,7,1.2857142857142858,0.7777777777777778
250,8,C_mds_attraction,124,135,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,16,58,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,235,0,delivered,8,8,1.0,0.875
250,8,C_mds_attraction,240,22,delivered,7,6,1.1666666666666667,1.0
250,8,C_mds_attraction,26,117,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,44,6,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,137,156,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,90,140,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,121,13,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,35,149,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,39,224,delivered,6,6,1.0,0.8333333333333334
250,8,C_mds_attraction,170,222,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,139,247,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,22,148,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,141,198,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,169,176,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,86,234,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,46,235,delivered,6,6,1.0,1.0
250,8,C_mds_attraction,49,40,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,146,245,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,98,17,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,47,204,delivered,6,5,1.2,0.8333333333333334
250,8,C_mds_attraction,117,178,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,6,131,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,64,141,delivered,6,6,1.0,1.0
250,8,C_mds_attraction,47,214,delivered,7,6,1.1666666666666667,0.7142857142857143
250,8,C_mds_attraction,216,10,delivered,6,5,1.2,0.8333333333333334
250,8,C_mds_attraction,25,177,delivered,7,6,1.1666666666666667,1.0
250,8,C_mds_attraction,18,39,delivered,2,2,1.0,0.5
250,8,C_mds_attraction,212,20,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,25,109,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,106,54,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,18,181,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,96,46,delivered,7,6,1.1666666666666667,1.0
250,8,C_mds_attraction,208,61,delivered,8,7,1.1428571428571428,1.0
250,8,C_mds_attraction,134,63,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,55,0,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,116,51,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,78,23,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,119,65,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,173,249,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,163,200,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,118,224,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,180,191,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,147,201,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,220,84,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,34,87,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,243,81,delivered,6,4,1.5,0.8333333333333334
250,8,C_mds_attraction,212,237,delivered,6,4,1.5,1.0
250,8,C_mds_attraction,119,159,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,118,245,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,232,177,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,9,67,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,244,189,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,180,231,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,166,65,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,111,122,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,45,101,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,29,86,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,237,242,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,60,241,delivered,8,6,1.3333333333333333,1.0
250,8,C_mds_attraction,105,114,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,126,7,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,14,6,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,231,156,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,71,137,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,100,154,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,222,245,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,234,66,delivered,7,5,1.4,1.0
250,8,C_mds_attraction,210,219,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,120,80,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,110,215,delivered,4,4,1.0,0.75
250,8,C_mds_attraction,99,231,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,173,137,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,96,12,delivered,7,6,1.1666666666666667,0.7142857142857143
250,8,C_mds_attraction,229,42,delivered,6,6,1.0,0.8333333333333334
250,8,C_mds_attraction,183,203,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,110,136,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,68,201,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,244,219,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,203,108,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,71,129,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,26,85,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,161,208,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,136,157,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,141,120,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,174,203,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,219,71,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,124,59,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,222,209,delivered,5,5,1.0,0.6
250,8,C_mds_attraction,67,64,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,33,185,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,216,131,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,55,12,delivered,3,2,1.5,0.6666666666666666
250,8,C_mds_attraction,177,7,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,135,1,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,115,245,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,163,167,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,81,195,delivered,4,3,1.3333333333333333,1.0
250,8,C_mds_attraction,186,194,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,238,91,delivered,6,4,1.5,0.8333333333333334
250,8,C_mds_attraction,163,90,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,213,95,delivered,7,5,1.4,0.7142857142857143
250,8,C_mds_attraction,29,56,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,210,165,delivered,2,2,1.0,0.5
250,8,C_mds_attraction,15,192,delivered,9,8,1.125,0.7777777777777778
250,8,C_mds_attraction,122,27,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,107,81,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,65,44,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,44,3,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,154,239,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,164,43,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,212,24,delivered,7,5,1.4,0.8571428571428571
250,8,C_mds_attraction,164,113,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,238,180,delivered,6,4,1.5,1.0
250,8,C_mds_attraction,3,191,delivered,7,7,1.0,0.8571428571428571
250,8,C_mds_attraction,155,181,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,54,81,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,165,85,delivered,2,2,1.0,0.5
250,8,C_mds_attraction,67,146,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,202,107,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,57,232,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,159,193,delivered,7,6,1.1666666666666667,0.8571428571428571
250,8,C_mds_attraction,184,41,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,15,61,delivered,2,2,1.0,0.5
250,8,C_mds_attraction,45,89,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,61,9,delivered,3,2,1.5,1.0
250,8,C_mds_attraction,103,239,delivered,5,5,1.0,1.0
250,8,C_mds_attraction,210,181,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,178,55,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,117,21,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,133,23,delivered,5,4,1.25,0.8
250,8,C_mds_attraction,100,227,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,93,182,delivered,5,4,1.25,1.0
250,8,C_mds_attraction,163,213,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,173,218,delivered,2,2,1.0,1.0
250,8,C_mds_attraction,119,193,delivered,3,3,1.0,0.6666666666666666
250,8,C_mds_attraction,194,5,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,26,243,delivered,7,7,1.0,1.0
250,8,C_mds_attraction,170,80,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,125,84,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,234,165,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,36,146,delivered,4,3,1.3333333333333333,0.75
250,8,C_mds_attraction,123,49,delivered,5,5,1.0,0.8
250,8,C_mds_attraction,145,247,delivered,4,4,1.0,1.0
250,8,C_mds_attraction,47,237,delivered,5,5,1.0,0.6
250,8,C_mds_attraction,178,23,delivered,6,5,1.2,0.8333333333333334
250,8,C_mds_attraction,128,32,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,178,118,delivered,3,3,1.0,1.0
250,8,C_mds_attraction,207,6,delivered,6,6,1.0,0.8333333333333334
250,8,C_mds_attraction,100,237,delivered,6,5,1.2,1.0
250,8,C_mds_attraction,2,154,delivered,6,5,1.2,1.0
250,9,A_reference,171,72,delivered,3,3,1.0,
250,9,A_reference,106,248,delivered,4,4,1.0,
250,9,A_reference,17,27,delivered,5,5,1.0,
250,9,A_reference,201,14,delivered,6,6,1.0,
250,9,A_reference,231,26,delivered,6,6,1.0,
250,9,A_reference,28,240,delivered,8,8,1.0,
250,9,A_reference,62,170,delivered,4,4,1.0,
250,9,A_reference,113,63,delivered,8,6,1.3333333333333333,
250,9,A_reference,146,43,delivered,5,5,1.0,
250,9,A_reference,173,240,delivered,7,6,1.1666666666666667,
250,9,A_reference,92,138,delivered,3,2,1.5,
250,9,A_reference,30,222,delivered,6,5,1.2,
250,9,A_reference,156,19,delivered,6,5,1.2,
250,9,A_reference,134,97,delivered,2,2,1.0,
250,9,A_reference,67,237,delivered,6,6,1.0,
250,9,A_reference,56,100,delivered,2,2,1.0,
250,9,A_reference,35,151,delivered,4,4,1.0,
250,9,A_reference,231,161,delivered,4,3,1.3333333333333333,
250,9,A_reference,53,128,delivered,3,3,1.0,
250,9,A_reference,9,86,delivered,3,3,1.0,
250,9,A_reference,141,195,delivered,5,5,1.0,
250,9,A_reference,186,196,delivered,3,3,1.0,
250,9,A_reference,199,130,delivered,4,3,1.3333333333333333,
250,9,A_reference,175,212,delivered,6,5,1.2,
250,9,A_reference,235,119,delivered,5,4,1.25,
250,9,A_reference,61,203,delivered,5,4,1.25,
250,9,A_reference,216,212,delivered,2,2,1.0,
250,9,A_reference,248,99,delivered,5,5,1.0,
250,9,A_reference,249,15,delivered,8,7,1.1428571428571428,
250,9,A_reference,211,17,delivered,7,6,1.1666666666666667,
250,9,A_reference,118,244,delivered,4,3,1.3333333333333333,
250,9,A_reference,70,236,delivered,5,5,1.0,
250,9,A_reference,171,41,delivered,5,4,1.25,
250,9,A_reference,205,76,delivered,4,3,1.3333333333333333,
250,9,A_reference,104,23,delivered,3,3,1.0,
250,9,A_reference,164,51,delivered,3,3,1.0,
250,9,A_reference,242,218,delivered,4,4,1.0,
250,9,A_reference,230,97,delivered,5,4,1.25,
250,9,A_reference,167,7,delivered,6,4,1.5,
250,9,A_reference,160,114,delivered,2,2,1.0,
250,9,A_reference,0,186,delivered,6,6,1.0,
250,9,A_reference,247,133,delivered,3,3,1.0,
250,9,A_reference,29,36,delivered,4,4,1.0,
250,9,A_reference,31,40,delivered,4,3,1.3333333333333333,
250,9,A_reference,100,38,delivered,2,2,1.0,
250,9,A_reference,151,34,delivered,4,4,1.0,
250,9,A_reference,139,237,delivered,4,3,1.3333333333333333,
250,9,A_reference,53,145,delivered,4,3,1.3333333333333333,
250,9,A_reference,195,204,delivered,4,3,1.3333333333333333,
250,9,A_reference,240,133,delivered,4,4,1.0,
250,9,A_reference,203,199,delivered,2,2,1.0,
250,9,A_reference,155,203,delivered,2,2,1.0,
250,9,A_reference,191,80,delivered,8,7,1.1428571428571428,
250,9,A_reference,134,90,delivered,2,2,1.0,
250,9,A_reference,109,187,delivered,4,2,2.0,
250,9,A_reference,96,163,delivered,2,2,1.0,
250,9,A_reference,50,128,delivered,3,2,1.5,
250,9,A_reference,97,167,delivered,3,3,1.0,
250,9,A_reference,21,69,delivered,2,2,1.0,
250,9,A_reference,80,18,delivered,2,2,1.0,
250,9,A_reference,61,228,delivered,7,6,1.1666666666666667,
250,9,A_reference,84,188,delivered,5,4,1.25,
250,9,A_reference,38,139,delivered,4,3,1.3333333333333333,
250,9,A_reference,223,86,delivered,6,5,1.2,
250,9,A_reference,21,219,delivered,7,6,1.1666666666666667,
250,9,A_reference,222,179,delivered,6,5,1.2,
250,9,A_reference,224,34,delivered,6,5,1.2,
250,9,A_reference,241,137,delivered,5,4,1.25,
250,9,A_reference,176,29,delivered,8,7,1.1428571428571428,
250,9,A_reference,41,106,delivered,3,2,1.5,
250,9,A_reference,180,74,delivered,4,4,1.0,
250,9,A_reference,63,169,delivered,5,4,1.25,
250,9,A_reference,156,68,delivered,4,4,1.0,
250,9,A_reference,72,112,delivered,4,4,1.0,
250,9,A_reference,83,215,delivered,4,4,1.0,
250,9,A_reference,88,239,delivered,5,5,1.0,
250,9,A_reference,173,107,delivered,2,2,1.0,
250,9,A_reference,141,248,delivered,5,4,1.25,
250,9,A_reference,54,110,delivered,4,4,1.0,
250,9,A_reference,183,10,delivered,6,5,1.2,
250,9,A_reference,87,59,delivered,2,2,1.0,
250,9,A_reference,133,57,delivered,4,3,1.3333333333333333,
250,9,A_reference,81,166,delivered,4,3,1.3333333333333333,
250,9,A_reference,29,187,delivered,5,5,1.0,
250,9,A_reference,249,213,delivered,3,2,1.5,
250,9,A_reference,125,47,delivered,3,3,1.0,
250,9,A_reference,57,225,delivered,6,6,1.0,
250,9,A_reference,89,77,delivered,2,2,1.0,
250,9,A_reference,141,115,delivered,5,4,1.25,
250,9,A_reference,18,95,delivered,7,6,1.1666666666666667,
250,9,A_reference,33,215,delivered,6,5,1.2,
250,9,A_reference,140,93,delivered,2,2,1.0,
250,9,A_reference,154,91,delivered,2,2,1.0,
250,9,A_reference,28,83,delivered,4,4,1.0,
250,9,A_reference,37,139,delivered,4,4,1.0,
250,9,A_reference,195,149,delivered,2,2,1.0,
250,9,A_reference,207,73,delivered,5,4,1.25,
250,9,A_reference,32,220,delivered,8,7,1.1428571428571428,
250,9,A_reference,223,42,delivered,5,5,1.0,
250,9,A_reference,115,203,delivered,4,4,1.0,
250,9,A_reference,39,12,delivered,3,3,1.0,
250,9,A_reference,239,29,delivered,6,6,1.0,
250,9,A_reference,66,180,delivered,4,3,1.3333333333333333,
250,9,A_reference,183,206,delivered,3,3,1.0,
250,9,A_reference,82,151,delivered,3,3,1.0,
250,9,A_reference,0,218,delivered,8,7,1.1428571428571428,
250,9,A_reference,210,129,delivered,2,2,1.0,
250,9,A_reference,29,185,delivered,5,5,1.0,
250,9,A_reference,59,192,delivered,6,6,1.0,
250,9,A_reference,146,224,delivered,2,2,1.0,
250,9,A_reference,33,210,delivered,6,5,1.2,
250,9,A_reference,159,146,delivered,6,5,1.2,
250,9,A_reference,193,107,delivered,5,5,1.0,
250,9,A_reference,7,115,delivered,4,3,1.3333333333333333,
250,9,A_reference,176,206,delivered,6,5,1.2,
250,9,A_reference,72,17,delivered,5,4,1.25,
250,9,A_reference,29,167,delivered,6,5,1.2,
250,9,A_reference,119,186,delivered,2,2,1.0,
250,9,A_reference,55,238,delivered,6,6,1.0,
250,9,A_reference,143,181,delivered,6,4,1.5,
250,9,A_reference,64,22,delivered,3,3,1.0,
250,9,A_reference,173,96,delivered,7,5,1.4,
250,9,A_reference,195,92,delivered,5,5,1.0,
250,9,A_reference,90,68,delivered,4,3,1.3333333333333333,
250,9,A_reference,122,133,delivered,2,2,1.0,
250,9,A_reference,212,52,delivered,5,4,1.25,
250,9,A_reference,24,65,delivered,4,4,1.0,
250,9,A_reference,88,22,delivered,2,2,1.0,
250,9,A_reference,21,174,delivered,7,5,1.4,
250,9,A_reference,135,180,delivered,2,2,1.0,
250,9,A_reference,240,41,delivered,8,6,1.3333333333333333,
250,9,A_reference,116,196,delivered,2,2,1.0,
250,9,A_reference,110,220,delivered,4,3,1.3333333333333333,
250,9,A_reference,237,177,delivered,6,5,1.2,
250,9,A_reference,173,223,delivered,2,2,1.0,
250,9,A_reference,65,87,delivered,3,3,1.0,
250,9,A_reference,188,181,delivered,3,3,1.0,
250,9,A_reference,91,6,delivered,4,3,1.3333333333333333,
250,9,A_reference,108,248,delivered,5,5,1.0,
250,9,A_reference,102,13,delivered,5,4,1.25,
250,9,A_reference,133,168,delivered,2,2,1.0,
250,9,A_reference,177,189,delivered,6,5,1.2,
250,9,A_reference,79,4,delivered,6,6,1.0,
250,9,A_reference,92,226,delivered,6,6,1.0,
250,9,A_reference,188,34,delivered,6,6,1.0,
250,9,A_reference,116,184,delivered,3,3,1.0,
250,9,A_reference,40,243,delivered,8,6,1.3333333333333333,
250,9,A_reference,144,48,delivered,4,3,1.3333333333333333,
250,9,A_reference,245,95,delivered,8,6,1.3333333333333333,
250,9,A_reference,107,97,delivered,5,4,1.25,
250,9,A_reference,242,25,delivered,8,7,1.1428571428571428,
250,9,A_reference,135,26,delivered,3,3,1.0,
250,9,A_reference,78,129,delivered,7,6,1.1666666666666667,
250,9,A_reference,174,169,delivered,2,2,1.0,
250,9,A_reference,64,244,delivered,6,5,1.2,
250,9,A_reference,37,80,delivered,3,3,1.0,
250,9,A_reference,89,28,delivered,3,3,1.0,
250,9,A_reference,238,8,delivered,7,6,1.1666666666666667,
250,9,A_reference,6,100,delivered,2,2,1.0,
250,9,A_reference,151,45,delivered,5,4,1.25,
250,9,A_reference,170,127,delivered,3,3,1.0,
250,9,A_reference,24,225,delivered,7,7,1.0,
250,9,A_reference,39,61,delivered,3,3,1.0,
250,9,A_reference,43,94,delivered,3,2,1.5,
250,9,A_reference,93,39,delivered,3,3,1.0,
250,9,A_reference,146,233,delivered,4,4,1.0,
250,9,A_reference,116,56,delivered,3,3,1.0,
250,9,A_reference,178,221,delivered,5,5,1.0,
250,9,A_reference,232,239,delivered,4,3,1.3333333333333333,
250,9,A_reference,239,18,delivered,8,8,1.0,
250,9,A_reference,145,218,delivered,5,4,1.25,
250,9,A_reference,215,163,delivered,3,3,1.0,
250,9,A_reference,22,233,delivered,7,6,1.1666666666666667,
250,9,A_reference,104,149,delivered,2,2,1.0,
250,9,A_reference,57,87,delivered,2,2,1.0,
250,9,A_reference,1,122,delivered,5,5,1.0,
250,9,A_reference,206,104,delivered,4,4,1.0,
250,9,A_reference,66,215,delivered,5,4,1.25,
250,9,A_reference,211,62,delivered,8,6,1.3333333333333333,
250,9,A_reference,249,51,delivered,8,6,1.3333333333333333,
250,9,A_reference,40,195,delivered,5,5,1.0,
250,9,A_reference,173,0,delivered,9,7,1.2857142857142858,
250,9,A_reference,130,231,delivered,4,4,1.0,
250,9,A_reference,12,82,delivered,5,5,1.0,
250,9,A_reference,48,232,delivered,6,6,1.0,
250,9,A_reference,196,248,delivered,3,3,1.0,
250,9,A_reference,63,184,delivered,5,5,1.0,
250,9,A_reference,195,117,delivered,2,2,1.0,
250,9,A_reference,206,83,delivered,7,6,1.1666666666666667,
250,9,A_reference,38,148,delivered,4,3,1.3333333333333333,
250,9,A_reference,185,147,delivered,3,3,1.0,
250,9,A_reference,179,234,delivered,4,4,1.0,
250,9,A_reference,112,176,delivered,2,2,1.0,
250,9,A_reference,152,191,delivered,4,3,1.3333333333333333,
250,9,A_reference,55,84,delivered,2,2,1.0,
250,9,A_reference,10,184,delivered,6,5,1.2,
250,9,A_reference,182,168,delivered,2,2,1.0,
250,9,A_reference,194,204,delivered,5,4,1.25,
250,9,A_reference,83,132,delivered,2,2,1.0,
250,9,A_reference,220,239,delivered,2,2,1.0,
250,9,A_reference,5,126,delivered,6,5,1.2,
250,9,A_reference,126,191,delivered,2,2,1.0,
250,9,A_reference,69,201,delivered,4,4,1.0,
250,9,A_reference,170,229,delivered,3,3,1.0,
250,9,A_reference,22,63,delivered,4,4,1.0,
250,9,A_reference,193,146,delivered,2,2,1.0,
250,9,A_reference,29,101,delivered,4,4,1.0,
250,9,A_reference,183,2,delivered,6,5,1.2,
250,9,A_reference,42,142,delivered,3,3,1.0,
250,9,A_reference,20,162,delivered,5,4,1.25,
250,9,A_reference,150,172,delivered,3,3,1.0,
250,9,A_reference,164,157,delivered,4,4,1.0,
250,9,A_reference,31,115,delivered,7,6,1.1666666666666667,
250,9,A_reference,184,137,delivered,2,2,1.0,
250,9,A_reference,206,231,delivered,3,3,1.0,
250,9,A_reference,94,39,delivered,3,3,1.0,
250,9,A_reference,17,172,delivered,8,6,1.3333333333333333,
250,9,A_reference,69,188,delivered,5,4,1.25,
250,9,A_reference,116,38,delivered,2,2,1.0,
250,9,A_reference,21,135,delivered,3,3,1.0,
250,9,A_reference,191,137,delivered,3,3,1.0,
250,9,A_reference,34,182,delivered,5,5,1.0,
250,9,A_reference,27,117,delivered,5,4,1.25,
250,9,A_reference,190,88,delivered,4,4,1.0,
250,9,A_reference,80,200,delivered,5,4,1.25,
250,9,A_reference,21,13,delivered,5,4,1.25,
250,9,A_reference,145,17,delivered,4,4,1.0,
250,9,A_reference,242,223,delivered,7,6,1.1666666666666667,
250,9,A_reference,111,60,delivered,2,2,1.0,
250,9,A_reference,68,242,delivered,7,5,1.4,
250,9,A_reference,86,78,delivered,4,4,1.0,
250,9,A_reference,117,38,delivered,3,2,1.5,
250,9,A_reference,186,31,delivered,6,5,1.2,
250,9,A_reference,80,249,delivered,7,6,1.1666666666666667,
250,9,A_reference,232,48,delivered,6,6,1.0,
250,9,A_reference,181,172,delivered,3,3,1.0,
250,9,A_reference,238,173,delivered,3,2,1.5,
250,9,A_reference,126,160,delivered,8,6,1.3333333333333333,
250,9,A_reference,99,138,delivered,4,3,1.3333333333333333,
250,9,A_reference,78,123,delivered,2,2,1.0,
250,9,A_reference,230,45,delivered,8,6,1.3333333333333333,
250,9,A_reference,218,214,delivered,2,2,1.0,
250,9,A_reference,132,127,delivered,6,5,1.2,
250,9,A_reference,113,157,delivered,6,5,1.2,
250,9,A_reference,207,146,delivered,7,6,1.1666666666666667,
250,9,A_reference,205,36,delivered,6,6,1.0,
250,9,A_reference,188,99,delivered,5,5,1.0,
250,9,A_reference,201,61,delivered,4,4,1.0,
250,9,A_reference,147,30,delivered,7,6,1.1666666666666667,
250,9,A_reference,194,43,delivered,7,6,1.1666666666666667,
250,9,A_reference,151,249,delivered,3,3,1.0,
250,9,A_reference,229,163,delivered,3,2,1.5,
250,9,A_reference,2,108,delivered,6,5,1.2,
250,9,A_reference,99,144,delivered,2,2,1.0,
250,9,A_reference,168,225,delivered,4,4,1.0,
250,9,A_reference,34,173,delivered,7,6,1.1666666666666667,
250,9,A_reference,23,140,delivered,4,4,1.0,
250,9,A_reference,87,47,delivered,5,4,1.25,
250,9,A_reference,153,157,delivered,2,2,1.0,
250,9,A_reference,114,138,delivered,4,4,1.0,
250,9,A_reference,132,72,delivered,3,3,1.0,
250,9,A_reference,5,160,delivered,6,4,1.5,
