n_nodes,tx_pct,k_neighbors,seed,canvas_w,canvas_h,attraction,moves_per_tick,max_ticks,nod_size,normalize_span,path_loss_eta
300,8,12,4,800,800,0.3,100,250,20,0.9,2.5
300,10,6,0,800,800,0.3,100,250,20,0.9,2.5
300,10,6,1,800,800,0.3,100,250,20,0.9,2.5
300,10,6,2,800,800,0.3,100,250,20,0.9,2.5
300,10,6,3,800,800,0.3,100,250,20,0.9,2.5
300,10,6,4,800,800,0.3,100,250,20,0.9,2.5
300,10,10,0,800,800,0.3,100,250,20,0.9,2.5
300,10,10,1,800,800,0.3,100,250,20,0.9,2.5
300,10,10,2,800,800,0.3,100,250,20,0.9,2.5
300,10,10,3,800,800,0.3,100,250,20,0.9,2.5
300,10,10,4,800,800,0.3,100,250,20,0.9,2.5
300,10,12,0,800,800,0.3,100,250,20,0.9,2.5
300,10,12,1,800,800,0.3,100,250,20,0.9,2.5
300,10,12,2,800,800,0.3,100,250,20,0.9,2.5
300,10,12,3,800,800,0.3,100,250,20,0.9,2.5
300,10,12,4,800,800,0.3,100,250,20,0.9,2.5
300,12,6,0,800,800,0.3,100,250,20,0.9,2.5
300,12,6,1,800,800,0.3,100,250,20,0.9,2.5
300,12,6,2,800,800,0.3,100,250,20,0.9,2.5
300,12,6,3,800,800,0.3,100,250,20,0.9,2.5
300,12,6,4,800,800,0.3,100,250,20,0.9,2.5
300,12,10,0,800,800,0.3,100,250,20,0.9,2.5
300,12,10,1,800,800,0.3,100,250,20,0.9,2.5
300,12,10,2,800,800,0.3,100,250,20,0.9,2.5
300,12,10,3,800,800,0.3,100,250,20,0.9,2.5
300,12,10,4,800,800,0.3,100,250,20,0.9,2.5
300,12,12,0,800,800,0.3,100,250,20,0.9,2.5
300,12,12,1,800,800,0.3,100,250,20,0.9,2.5
300,12,12,2,800,800,0.3,100,250,20,0.9,2.5
300,12,12,3,800,800,0.3,100,250,20,0.9,2.5
300,12,12,4,800,800,0.3,100,250,20,0.9,2.5
300,15,6,0,800,800,0.3,100,250,20,0.9,2.5
300,15,6,1,800,800,0.3,100,250,20,0.9,2.5
300,15,6,2,800,800,0.3,100,250,20,0.9,2.5
300,15,6,3,800,800,0.3,100,250,20,0.9,2.5
300,15,6,4,800,800,0.3,100,250,20,0.9,2.5
300,15,10,0,800,800,0.3,100,250,20,0.9,2.5
300,15,10,1,800,800,0.3,100,250,20,0.9,2.5
300,15,10,2,800,800,0.3,100,250,20,0.9,2.5
300,15,10,3,800,800,0.3,100,250,20,0.9,2.5
300,15,10,4,800,800,0.3,100,250,20,0.9,2.5
300,15,12,0,800,800,0.3,100,250,20,0.9,2.5
300,15,12,1,800,800,0.3,100,250,20,0.9,2.5
300,15,12,2,800,800,0.3,100,250,20,0.9,2.5
300,15,12,3,800,800,0.3,100,250,20,0.9,2.5
300,15,12,4,800,800,0.3,100,250,20,0.9,2.5
300,20,6,0,800,800,0.3,100,250,20,0.9,2.5
300,20,6,1,800,800,0.3,100,250,20,0.9,2.5
300,20,6,2,800,800,0.3,100,250,20,0.9,2.5
300,20,6,3,800,800,0.3,100,250,20,0.9,2.5
300,20,6,4,800,800,0.3,100,250,20,0.9,2.5
300,20,10,0,800,800,0.3,100,250,20,0.9,2.5
300,20,10,1,800,800,0.3,100,250,20,0.9,2.5
300,20,10,2,800,800,0.3,100,250,20,0.9,2.5
300,20,10,3,800,800,0.3,100,250,20,0.9,2.5
300,20,10,4,800,800,0.3,100,250,20,0.9,2.5
300,20,12,0,800,800,0.3,100,250,20,0.9,2.5
300,20,12,1,800,800,0.3,100,250,20,0.9,2.5
300,20,12,2,800,800,0.3,100,250,20,0.9,2.5
300,20,12,3,800,800,0.3,100,250,20,0.9,2.5
300,20,12,4,800,800,0.3,100,250,20,0.9,2.5
300,25,6,0,800,800,0.3,100,250,20,0.9,2.5
300,25,6,1,800,800,0.3,100,250,20,0.9,2.5
300,25,6,2,800,800,0.3,100,250,20,0.9,2.5
300,25,6,3,800,800,0.3,100,250,20,0.9,2.5
300,25,6,4,800,800,0.3,100,250,20,0.9,2.5
300,25,10,0,800,800,0.3,100,250,20,0.9,2.5
300,25,10,1,800,800,0.3,100,250,20,0.9,2.5
300,25,10,2,800,800,0.3,100,250,20,0.9,2.5
300,25,10,3,800,800,0.3,100,250,20,0.9,2.5
300,25,10,4,800,800,0.3,100,250,20,0.9,2.5
300,25,12,0,800,800,0.3,100,250,20,0.9,2.5
300,25,12,1,800,800,0.3,100,250,20,0.9,2.5
300,25,12,2,800,800,0.3,100,250,20,0.9,2.5
300,25,12,3,800,800,0.3,100,250,20,0.9,2.5
300,25,12,4,800,800,0.3,100,250,20,0.9,2.5
300,30,6,0,800,800,0.3,100,250,20,0.9,2.5
300,30,6,1,800,800,0.3,100,250,20,0.9,2.5
300,30,6,2,800,800,0.3,100,250,20,0.9,2.5
300,30,6,3,800,800,0.3,100,250,20,0.9,2.5
300,30,6,4,800,800,0.3,100,250,20,0.9,2.5
300,30,10,0,800,800,0.3,100,250,20,0.9,2.5
300,30,10,1,800,800,0.3,100,250,20,0.9,2.5
300,30,10,2,800,800,0.3,100,250,20,0.9,2.5
300,30,10,3,800,800,0.3,100,250,20,0.9,2.5
300,30,10,4,800,800,0.3,100,250,20,0.9,2.5
300,30,12,0,800,800,0.3,100,250,20,0.9,2.5
300,30,12,1,800,800,0.3,100,250,20,0.9,2.5
300,30,12,2,800,800,0.3,100,250,20,0.9,2.5
300,30,12,3,800,800,0.3,100,250,20,0.9,2.5
300,30,12,4,800,800,0.3,100,250,20,0.9,2.5
