case,n_seeds,n_pairs,connected_rate,pdr,pdr_std,mean_hops_delivered,mean_stretch_delivered,greedy_failure_rate,loop_rate,dead_end_rate,hop_limit_rate,disconnected_rate,decision_agreement
A_reference,10,3000.0,1.0,0.9166666666666666,0.03185615819295875,6.265495542007554,1.2464939374799648,0.08333333333333334,0.08333333333333334,0.0,0.0,0.0,
B_mds_only,10,3000.0,1.0,0.9993333333333334,0.0014054567378525887,6.19076254180602,1.2136631545185892,0.0006666666666666668,0.0006666666666666668,0.0,0.0,0.0,0.493218561068561
C_mds_attraction,10,3000.0,1.0,0.9973333333333333,0.004097575314352369,6.241993838319925,1.2245857799091495,0.002666666666666667,0.002666666666666667,0.0,0.0,0.0,0.4731765803179683
