n_nodes,tx_pct,k_neighbors,seed,tx_distance_px,density,spacing_approx,r_over_s,mean_degree,min_degree,max_degree,isolated_nodes,n_components,connected,converged,ticks,mean_constraint_violation,procrustes_rmse,tx_energy_proxy,soft_converged,meaningful_hard
100,20.0,6,4,226.274,0.00015625,80.0,2.8284,6.0,6,6,0,1,1,0,250,1.3291,44.1181,0.017889,0,0
100,20.0,10,0,226.274,0.00015625,80.0,2.8284,9.94,7,10,0,1,1,1,113,0.0,28.5467,0.017889,1,1
100,20.0,10,1,226.274,0.00015625,80.0,2.8284,9.99,9,10,0,1,1,1,138,0.0409,28.6383,0.017889,1,1
100,20.0,10,2,226.274,0.00015625,80.0,2.8284,9.94,7,10,0,1,1,1,162,0.0,445.7282,0.017889,1,1
100,20.0,10,3,226.274,0.00015625,80.0,2.8284,9.93,7,10,0,1,1,1,154,0.0,35.8705,0.017889,1,1
100,20.0,10,4,226.274,0.00015625,80.0,2.8284,9.97,9,10,0,1,1,1,55,0.0,31.7107,0.017889,1,1
100,20.0,12,0,226.274,0.00015625,80.0,2.8284,11.76,7,12,0,1,1,1,131,0.0,21.6185,0.017889,1,1
100,20.0,12,1,226.274,0.00015625,80.0,2.8284,11.87,9,12,0,1,1,1,56,0.0,24.7371,0.017889,1,1
100,20.0,12,2,226.274,0.00015625,80.0,2.8284,11.85,7,12,0,1,1,0,250,6.0775,443.5423,0.017889,0,0
100,20.0,12,3,226.274,0.00015625,80.0,2.8284,11.79,7,12,0,1,1,1,94,0.0,27.0384,0.017889,1,1
100,20.0,12,4,226.274,0.00015625,80.0,2.8284,11.87,9,12,0,1,1,1,159,0.0,25.3274,0.017889,1,1
100,25.0,6,0,282.843,0.00015625,80.0,3.5355,6.0,6,6,0,1,1,0,250,4.778,53.3289,0.03125,0,0
100,25.0,6,1,282.843,0.00015625,80.0,3.5355,6.0,6,6,0,1,1,0,250,4.0917,100.2991,0.03125,0,0
100,25.0,6,2,282.843,0.00015625,80.0,3.5355,6.0,6,6,0,1,1,1,221,0.0,429.5251,0.03125,1,1
100,25.0,6,3,282.843,0.00015625,80.0,3.5355,6.0,6,6,0,1,1,1,115,0.0,46.9286,0.03125,1,1
100,25.0,6,4,282.843,0.00015625,80.0,3.5355,6.0,6,6,0,1,1,0,250,1.3291,44.1181,0.03125,0,0
100,25.0,10,0,282.843,0.00015625,80.0,3.5355,10.0,10,10,0,1,1,1,101,0.0,25.669,0.03125,1,1
100,25.0,10,1,282.843,0.00015625,80.0,3.5355,10.0,10,10,0,1,1,1,122,0.0,27.2517,0.03125,1,1
100,25.0,10,2,282.843,0.00015625,80.0,3.5355,10.0,10,10,0,1,1,1,79,0.0,441.4728,0.03125,1,1
100,25.0,10,3,282.843,0.00015625,80.0,3.5355,10.0,10,10,0,1,1,1,248,0.0,24.3429,0.03125,1,1
100,25.0,10,4,282.843,0.00015625,80.0,3.5355,10.0,10,10,0,1,1,1,44,0.0,49.0552,0.03125,1,1
100,25.0,12,0,282.843,0.00015625,80.0,3.5355,11.99,11,12,0,1,1,1,65,0.0,31.6105,0.03125,1,1
100,25.0,12,1,282.843,0.00015625,80.0,3.5355,12.0,12,12,0,1,1,1,72,0.0,33.3418,0.03125,1,1
100,25.0,12,2,282.843,0.00015625,80.0,3.5355,12.0,12,12,0,1,1,1,158,0.0,443.2861,0.03125,1,1
100,25.0,12,3,282.843,0.00015625,80.0,3.5355,11.99,11,12,0,1,1,0,250,1.2132,33.2972,0.03125,0,0
100,25.0,12,4,282.843,0.00015625,80.0,3.5355,12.0,12,12,0,1,1,1,28,0.0,40.5643,0.03125,1,1
100,30.0,6,0,339.411,0.00015625,80.0,4.2426,6.0,6,6,0,1,1,0,250,4.778,53.3289,0.049295,0,0
100,30.0,6,1,339.411,0.00015625,80.0,4.2426,6.0,6,6,0,1,1,0,250,4.0917,100.2991,0.049295,0,0
100,30.0,6,2,339.411,0.00015625,80.0,4.2426,6.0,6,6,0,1,1,1,221,0.0,429.5251,0.049295,1,1
100,30.0,6,3,339.411,0.00015625,80.0,4.2426,6.0,6,6,0,1,1,1,115,0.0,46.9286,0.049295,1,1
100,30.0,6,4,339.411,0.00015625,80.0,4.2426,6.0,6,6,0,1,1,0,250,1.3291,44.1181,0.049295,0,0
100,30.0,10,0,339.411,0.00015625,80.0,4.2426,10.0,10,10,0,1,1,1,101,0.0,25.669,0.049295,1,1
100,30.0,10,1,339.411,0.00015625,80.0,4.2426,10.0,10,10,0,1,1,1,122,0.0,27.2517,0.049295,1,1
100,30.0,10,2,339.411,0.00015625,80.0,4.2426,10.0,10,10,0,1,1,1,79,0.0,441.4728,0.049295,1,1
100,30.0,10,3,339.411,0.00015625,80.0,4.2426,10.0,10,10,0,1,1,0,250,1.0593,27.0632,0.049295,0,0
100,30.0,10,4,339.411,0.00015625,80.0,4.2426,10.0,10,10,0,1,1,1,44,0.0,49.0552,0.049295,1,1
100,30.0,12,0,339.411,0.00015625,80.0,4.2426,12.0,12,12,0,1,1,1,65,0.0,31.6105,0.049295,1,1
100,30.0,12,1,339.411,0.00015625,80.0,4.2426,12.0,12,12,0,1,1,1,72,0.0,33.3418,0.049295,1,1
100,30.0,12,2,339.411,0.00015625,80.0,4.2426,12.0,12,12,0,1,1,1,158,0.0,443.2861,0.049295,1,1
100,30.0,12,3,339.411,0.00015625,80.0,4.2426,12.0,12,12,0,1,1,1,248,0.0343,27.6585,0.049295,1,1
100,30.0,12,4,339.411,0.00015625,80.0,4.2426,12.0,12,12,0,1,1,1,28,0.0,40.5643,0.049295,1,1
150,5.0,6,0,56.569,0.000234375,65.32,0.866,1.627,0,4,22,51,0,1,26,0.0437,302.3731,0.000559,0,0
150,5.0,6,1,56.569,0.000234375,65.32,0.866,1.68,0,4,11,44,0,1,31,0.0,305.6186,0.000559,0,0
150,5.0,6,2,56.569,0.000234375,65.32,0.866,1.68,0,4,13,40,0,1,65,0.2782,293.2531,0.000559,0,0
150,5.0,6,3,56.569,0.000234375,65.32,0.866,1.52,0,4,19,50,0,1,34,0.0,313.4479,0.000559,0,0
150,5.0,6,4,56.569,0.000234375,65.32,0.866,1.68,0,4,17,44,0,1,40,0.0,310.5346,0.000559,0,0
150,5.0,10,0,56.569,0.000234375,65.32,0.866,1.627,0,4,22,51,0,1,26,0.0437,302.3731,0.000559,0,0
150,5.0,10,1,56.569,0.000234375,65.32,0.866,1.68,0,4,11,44,0,1,31,0.0,305.6186,0.000559,0,0
150,5.0,10,2,56.569,0.000234375,65.32,0.866,1.68,0,4,13,40,0,1,65,0.2782,293.2531,0.000559,0,0
150,5.0,10,3,56.569,0.000234375,65.32,0.866,1.52,0,4,19,50,0,1,34,0.0,313.4479,0.000559,0,0
150,5.0,10,4,56.569,0.000234375,65.32,0.866,1.68,0,4,17,44,0,1,40,0.0,310.5346,0.000559,0,0
150,5.0,12,0,56.569,0.000234375,65.32,0.866,1.627,0,4,22,51,0,1,26,0.0437,302.3731,0.000559,0,0
150,5.0,12,1,56.569,0.000234375,65.32,0.866,1.68,0,4,11,44,0,1,31,0.0,305.6186,0.000559,0,0
150,5.0,12,2,56.569,0.000234375,65.32,0.866,1.68,0,4,13,40,0,1,65,0.2782,293.2531,0.000559,0,0
150,5.0,12,3,56.569,0.000234375,65.32,0.866,1.52,0,4,19,50,0,1,34,0.0,313.4479,0.000559,0,0
150,5.0,12,4,56.569,0.000234375,65.32,0.866,1.68,0,4,17,44,0,1,40,0.0,310.5346,0.000559,0,0
150,8.0,6,0,90.51,0.000234375,65.32,1.3856,4.827,1,6,0,1,1,1,248,0.0732,121.0351,0.00181,0,0
150,8.0,6,1,90.51,0.000234375,65.32,1.3856,4.853,1,6,0,1,1,0,250,1.9126,371.7717,0.00181,0,0
150,8.0,6,2,90.51,0.000234375,65.32,1.3856,4.827,2,6,0,1,1,0,250,1.8525,91.1431,0.00181,0,0
150,8.0,6,3,90.51,0.000234375,65.32,1.3856,4.9,2,6,0,1,1,0,250,3.1925,355.1293,0.00181,0,0
150,8.0,6,4,90.51,0.000234375,65.32,1.3856,4.98,2,6,0,1,1,0,250,1.7218,94.2952,0.00181,0,0
150,8.0,10,0,90.51,0.000234375,65.32,1.3856,5.093,1,9,0,1,1,1,184,0.057,78.0534,0.00181,0,0
150,8.0,10,1,90.51,0.000234375,65.32,1.3856,5.013,1,8,0,1,1,0,250,0.2871,380.3627,0.00181,0,0
150,8.0,10,2,90.51,0.000234375,65.32,1.3856,5.04,2,9,0,1,1,0,250,2.9626,105.1508,0.00181,0,0
150,8.0,10,3,90.51,0.000234375,65.32,1.3856,5.027,2,8,0,1,1,0,250,2.8363,338.3302,0.00181,0,0
150,8.0,10,4,90.51,0.000234375,65.32,1.3856,5.253,2,9,0,1,1,0,250,2.6989,45.032,0.00181,0,0
150,8.0,12,0,90.51,0.000234375,65.32,1.3856,5.093,1,9,0,1,1,1,184,0.057,78.0534,0.00181,0,0
150,8.0,12,1,90.51,0.000234375,65.32,1.3856,5.013,1,8,0,1,1,0,250,0.2871,380.3627,0.00181,0,0
150,8.0,12,2,90.51,0.000234375,65.32,1.3856,5.04,2,9,0,1,1,0,250,2.9626,105.1508,0.00181,0,0
150,8.0,12,3,90.51,0.000234375,65.32,1.3856,5.027,2,8,0,1,1,0,250,2.8363,338.3302,0.00181,0,0
150,8.0,12,4,90.51,0.000234375,65.32,1.3856,5.253,2,9,0,1,1,0,250,2.6989,45.032,0.00181,0,0
150,10.0,6,0,113.137,0.000234375,65.32,1.7321,5.747,2,6,0,1,1,0,250,2.8661,150.6464,0.003162,0,0
150,10.0,6,1,113.137,0.000234375,65.32,1.7321,5.833,2,6,0,1,1,0,250,2.663,406.2925,0.003162,0,0
150,10.0,6,2,113.137,0.000234375,65.32,1.7321,5.8,3,6,0,1,1,0,250,8.2681,284.2195,0.003162,0,0
150,10.0,6,3,113.137,0.000234375,65.32,1.7321,5.867,2,6,0,1,1,0,250,2.6876,361.7103,0.003162,0,0
150,10.0,6,4,113.137,0.000234375,65.32,1.7321,5.86,3,6,0,1,1,0,250,6.4798,233.3522,0.003162,0,0
150,10.0,10,0,113.137,0.000234375,65.32,1.7321,8.02,2,10,0,1,1,1,121,0.0,57.2532,0.003162,1,1
150,10.0,10,1,113.137,0.000234375,65.32,1.7321,8.107,2,10,0,1,1,0,250,2.9128,403.3385,0.003162,0,0
150,10.0,10,2,113.137,0.000234375,65.32,1.7321,8.14,3,10,0,1,1,0,250,0.9096,35.7213,0.003162,1,0
150,10.0,10,3,113.137,0.000234375,65.32,1.7321,8.3,2,10,0,1,1,0,250,5.5299,419.1946,0.003162,0,0
150,10.0,10,4,113.137,0.000234375,65.32,1.7321,8.053,3,10,0,1,1,0,250,5.0934,40.3812,0.003162,0,0
150,10.0,12,0,113.137,0.000234375,65.32,1.7321,8.18,2,12,0,1,1,1,150,0.0098,58.8325,0.003162,1,1
150,10.0,12,1,113.137,0.000234375,65.32,1.7321,8.293,2,12,0,1,1,0,250,3.3127,351.1261,0.003162,0,0
150,10.0,12,2,113.137,0.000234375,65.32,1.7321,8.347,3,12,0,1,1,0,250,6.5521,32.9984,0.003162,0,0
150,10.0,12,3,113.137,0.000234375,65.32,1.7321,8.447,2,12,0,1,1,0,250,5.4915,413.0173,0.003162,0,0
150,10.0,12,4,113.137,0.000234375,65.32,1.7321,8.167,3,12,0,1,1,0,250,4.3408,37.8133,0.003162,0,0
150,12.0,6,0,135.765,0.000234375,65.32,2.0785,5.967,4,6,0,1,1,1,244,0.0163,53.4875,0.004988,0,0
150,12.0,6,1,135.765,0.000234375,65.32,2.0785,5.96,4,6,0,1,1,0,250,2.0507,389.8185,0.004988,0,0
150,12.0,6,2,135.765,0.000234375,65.32,2.0785,5.96,4,6,0,1,1,0,250,6.3782,266.8569,0.004988,0,0
150,12.0,6,3,135.765,0.000234375,65.32,2.0785,5.987,5,6,0,1,1,0,250,2.1331,332.3383,0.004988,0,0
150,12.0,6,4,135.765,0.000234375,65.32,2.0785,5.987,4,6,0,1,1,0,250,7.5224,185.1248,0.004988,0,0
150,12.0,10,0,135.765,0.000234375,65.32,2.0785,9.453,4,10,0,1,1,1,90,0.0267,40.4762,0.004988,1,1
150,12.0,10,1,135.765,0.000234375,65.32,2.0785,9.413,4,10,0,1,1,0,250,0.8775,422.7496,0.004988,1,0
150,12.0,10,2,135.765,0.000234375,65.32,2.0785,9.453,4,10,0,1,1,0,250,3.7246,379.2142,0.004988,0,0
150,12.0,10,3,135.765,0.000234375,65.32,2.0785,9.54,5,10,0,1,1,0,250,6.1691,427.5171,0.004988,0,0
150,12.0,10,4,135.765,0.000234375,65.32,2.0785,9.513,4,10,0,1,1,1,161,0.0,412.0774,0.004988,1,1
150,12.0,12,0,135.765,0.000234375,65.32,2.0785,10.78,4,12,0,1,1,1,104,0.0022,35.2345,0.004988,1,1
150,12.0,12,1,135.765,0.000234375,65.32,2.0785,10.733,4,12,0,1,1,1,128,0.0,399.5127,0.004988,1,1
150,12.0,12,2,135.765,0.000234375,65.32,2.0785,10.747,4,12,0,1,1,1,136,0.0,400.8221,0.004988,1,1
150,12.0,12,3,135.765,0.000234375,65.32,2.0785,10.873,5,12,0,1,1,0,250,6.2972,411.0423,0.004988,0,0
150,12.0,12,4,135.765,0.000234375,65.32,2.0785,10.74,4,12,0,1,1,1,112,0.0196,414.5344,0.004988,1,1
150,15.0,6,0,169.706,0.000234375,65.32,2.5981,6.0,6,6,0,1,1,0,250,1.1382,188.5491,0.008714,0,0
150,15.0,6,1,169.706,0.000234375,65.32,2.5981,6.0,6,6,0,1,1,0,250,2.1324,384.6989,0.008714,0,0
150,15.0,6,2,169.706,0.000234375,65.32,2.5981,6.0,6,6,0,1,1,0,250,7.3953,286.1787,0.008714,0,0
150,15.0,6,3,169.706,0.000234375,65.32,2.5981,6.0,6,6,0,1,1,0,250,2.8101,339.6182,0.008714,0,0
150,15.0,6,4,169.706,0.000234375,65.32,2.5981,6.0,6,6,0,1,1,0,250,7.2737,184.35,0.008714,0,0
150,15.0,10,0,169.706,0.000234375,65.32,2.5981,9.907,7,10,0,1,1,1,91,0.0235,50.2101,0.008714,1,1
150,15.0,10,1,169.706,0.000234375,65.32,2.5981,9.927,7,10,0,1,1,0,250,0.2082,420.9386,0.008714,1,0
150,15.0,10,2,169.706,0.000234375,65.32,2.5981,9.94,7,10,0,1,1,0,250,3.8509,340.304,0.008714,0,0
150,15.0,10,3,169.706,0.000234375,65.32,2.5981,9.947,6,10,0,1,1,0,250,0.6888,426.6842,0.008714,1,0
150,15.0,10,4,169.706,0.000234375,65.32,2.5981,9.96,8,10,0,1,1,1,110,0.0054,430.2256,0.008714,1,1
150,15.0,12,0,169.706,0.000234375,65.32,2.5981,11.747,7,12,0,1,1,1,85,0.0,53.4209,0.008714,1,1
150,15.0,12,1,169.706,0.000234375,65.32,2.5981,11.767,7,12,0,1,1,1,145,0.0,418.5783,0.008714,1,1
150,15.0,12,2,169.706,0.000234375,65.32,2.5981,11.8,7,12,0,1,1,1,143,0.0,408.1926,0.008714,1,1
150,15.0,12,3,169.706,0.000234375,65.32,2.5981,11.82,6,12,0,1,1,0,250,2.1966,415.3248,0.008714,0,0
150,15.0,12,4,169.706,0.000234375,65.32,2.5981,11.86,8,12,0,1,1,1,94,0.0,431.5818,0.008714,1,1
150,20.0,6,0,226.274,0.000234375,65.32,3.4641,6.0,6,6,0,1,1,0,250,1.1382,188.5491,0.017889,0,0
150,20.0,6,1,226.274,0.000234375,65.32,3.4641,6.0,6,6,0,1,1,0,250,2.1324,384.6989,0.017889,0,0
150,20.0,6,2,226.274,0.000234375,65.32,3.4641,6.0,6,6,0,1,1,0,250,7.3953,286.1787,0.017889,0,0
150,20.0,6,3,226.274,0.000234375,65.32,3.4641,6.0,6,6,0,1,1,0,250,2.8101,339.6182,0.017889,0,0
150,20.0,6,4,226.274,0.000234375,65.32,3.4641,6.0,6,6,0,1,1,0,250,7.2737,184.35,0.017889,0,0
150,20.0,10,0,226.274,0.000234375,65.32,3.4641,10.0,10,10,0,1,1,1,106,0.0,44.7199,0.017889,1,1
150,20.0,10,1,226.274,0.000234375,65.32,3.4641,10.0,10,10,0,1,1,1,118,0.0143,419.4455,0.017889,1,1
150,20.0,10,2,226.274,0.000234375,65.32,3.4641,10.0,10,10,0,1,1,0,250,4.1537,108.1975,0.017889,0,0
150,20.0,10,3,226.274,0.000234375,65.32,3.4641,10.0,10,10,0,1,1,0,250,2.7661,425.0393,0.017889,0,0
150,20.0,10,4,226.274,0.000234375,65.32,3.4641,10.0,10,10,0,1,1,1,113,0.0,429.9501,0.017889,1,1
150,20.0,12,0,226.274,0.000234375,65.32,3.4641,11.993,11,12,0,1,1,1,108,0.0,31.595,0.017889,1,1
150,20.0,12,1,226.274,0.000234375,65.32,3.4641,11.993,11,12,0,1,1,1,84,0.0,410.2623,0.017889,1,1
150,20.0,12,2,226.274,0.000234375,65.32,3.4641,12.0,12,12,0,1,1,1,167,0.0,395.2352,0.017889,1,1
150,20.0,12,3,226.274,0.000234375,65.32,3.4641,12.0,12,12,0,1,1,0,250,5.9628,394.5879,0.017889,0,0
150,20.0,12,4,226.274,0.000234375,65.32,3.4641,12.0,12,12,0,1,1,1,110,0.0013,430.9909,0.017889,1,1
150,25.0,6,0,282.843,0.000234375,65.32,4.3301,6.0,6,6,0,1,1,0,250,1.1382,188.5491,0.03125,0,0
150,25.0,6,1,282.843,0.000234375,65.32,4.3301,6.0,6,6,0,1,1,0,250,2.1324,384.6989,0.03125,0,0
150,25.0,6,2,282.843,0.000234375,65.32,4.3301,6.0,6,6,0,1,1,0,250,7.3953,286.1787,0.03125,0,0
150,25.0,6,3,282.843,0.000234375,65.32,4.3301,6.0,6,6,0,1,1,0,250,2.8101,339.6182,0.03125,0,0
150,25.0,6,4,282.843,0.000234375,65.32,4.3301,6.0,6,6,0,1,1,0,250,7.2737,184.35,0.03125,0,0
150,25.0,10,0,282.843,0.000234375,65.32,4.3301,10.0,10,10,0,1,1,1,106,0.0,44.7199,0.03125,1,1
150,25.0,10,1,282.843,0.000234375,65.32,4.3301,10.0,10,10,0,1,1,1,118,0.0143,419.4455,0.03125,1,1
150,25.0,10,2,282.843,0.000234375,65.32,4.3301,10.0,10,10,0,1,1,0,250,4.1537,108.1975,0.03125,0,0
150,25.0,10,3,282.843,0.000234375,65.32,4.3301,10.0,10,10,0,1,1,0,250,2.7661,425.0393,0.03125,0,0
150,25.0,10,4,282.843,0.000234375,65.32,4.3301,10.0,10,10,0,1,1,1,113,0.0,429.9501,0.03125,1,1
150,25.0,12,0,282.843,0.000234375,65.32,4.3301,12.0,12,12,0,1,1,1,130,0.0,34.2343,0.03125,1,1
150,25.0,12,1,282.843,0.000234375,65.32,4.3301,12.0,12,12,0,1,1,1,97,0.0,418.7602,0.03125,1,1
150,25.0,12,2,282.843,0.000234375,65.32,4.3301,12.0,12,12,0,1,1,1,167,0.0,395.2352,0.03125,1,1
150,25.0,12,3,282.843,0.000234375,65.32,4.3301,12.0,12,12,0,1,1,0,250,5.9628,394.5879,0.03125,0,0
150,25.0,12,4,282.843,0.000234375,65.32,4.3301,12.0,12,12,0,1,1,1,110,0.0013,430.9909,0.03125,1,1
150,30.0,6,0,339.411,0.000234375,65.32,5.1962,6.0,6,6,0,1,1,0,250,1.1382,188.5491,0.049295,0,0
150,30.0,6,1,339.411,0.000234375,65.32,5.1962,6.0,6,6,0,1,1,0,250,2.1324,384.6989,0.049295,0,0
150,30.0,6,2,339.411,0.000234375,65.32,5.1962,6.0,6,6,0,1,1,0,250,7.3953,286.1787,0.049295,0,0
150,30.0,6,3,339.411,0.000234375,65.32,5.1962,6.0,6,6,0,1,1,0,250,2.8101,339.6182,0.049295,0,0
150,30.0,6,4,339.411,0.000234375,65.32,5.1962,6.0,6,6,0,1,1,0,250,7.2737,184.35,0.049295,0,0
150,30.0,10,0,339.411,0.000234375,65.32,5.1962,10.0,10,10,0,1,1,1,106,0.0,44.7199,0.049295,1,1
150,30.0,10,1,339.411,0.000234375,65.32,5.1962,10.0,10,10,0,1,1,1,118,0.0143,419.4455,0.049295,1,1
150,30.0,10,2,339.411,0.000234375,65.32,5.1962,10.0,10,10,0,1,1,0,250,4.1537,108.1975,0.049295,0,0
150,30.0,10,3,339.411,0.000234375,65.32,5.1962,10.0,10,10,0,1,1,0,250,2.7661,425.0393,0.049295,0,0
150,30.0,10,4,339.411,0.000234375,65.32,5.1962,10.0,10,10,0,1,1,1,113,0.0,429.9501,0.049295,1,1
150,30.0,12,0,339.411,0.000234375,65.32,5.1962,12.0,12,12,0,1,1,1,130,0.0,34.2343,0.049295,1,1
150,30.0,12,1,339.411,0.000234375,65.32,5.1962,12.0,12,12,0,1,1,1,97,0.0,418.7602,0.049295,1,1
150,30.0,12,2,339.411,0.000234375,65.32,5.1962,12.0,12,12,0,1,1,1,167,0.0,395.2352,0.049295,1,1
150,30.0,12,3,339.411,0.000234375,65.32,5.1962,12.0,12,12,0,1,1,0,250,5.9628,394.5879,0.049295,0,0
150,30.0,12,4,339.411,0.000234375,65.32,5.1962,12.0,12,12,0,1,1,1,110,0.0013,430.9909,0.049295,1,1
200,5.0,6,0,56.569,0.0003125,56.569,1.0,2.43,0,5,2,27,0,1,76,0.0222,307.8666,0.000559,0,0
200,5.0,6,1,56.569,0.0003125,56.569,1.0,2.36,0,6,8,28,0,1,94,0.4096,296.7632,0.000559,0,0
200,5.0,6,2,56.569,0.0003125,56.569,1.0,2.5,0,5,5,17,0,1,124,0.1509,289.2621,0.000559,0,0
200,5.0,6,3,56.569,0.0003125,56.569,1.0,2.37,0,6,6,21,0,1,62,0.0427,298.3699,0.000559,0,0
200,5.0,6,4,56.569,0.0003125,56.569,1.0,2.43,0,6,6,18,0,1,62,0.2311,313.1507,0.000559,0,0
200,5.0,10,0,56.569,0.0003125,56.569,1.0,2.43,0,5,2,27,0,1,76,0.0222,307.8666,0.000559,0,0
200,5.0,10,1,56.569,0.0003125,56.569,1.0,2.36,0,6,8,28,0,1,94,0.4096,296.7632,0.000559,0,0
200,5.0,10,2,56.569,0.0003125,56.569,1.0,2.5,0,5,5,17,0,1,124,0.1509,289.2621,0.000559,0,0
200,5.0,10,3,56.569,0.0003125,56.569,1.0,2.37,0,6,6,21,0,1,62,0.0427,298.3699,0.000559,0,0
200,5.0,10,4,56.569,0.0003125,56.569,1.0,2.43,0,6,6,18,0,1,62,0.2311,313.1507,0.000559,0,0
200,5.0,12,0,56.569,0.0003125,56.569,1.0,2.43,0,5,2,27,0,1,76,0.0222,307.8666,0.000559,0,0
200,5.0,12,1,56.569,0.0003125,56.569,1.0,2.36,0,6,8,28,0,1,94,0.4096,296.7632,0.000559,0,0
200,5.0,12,2,56.569,0.0003125,56.569,1.0,2.5,0,5,5,17,0,1,124,0.1509,289.2621,0.000559,0,0
200,5.0,12,3,56.569,0.0003125,56.569,1.0,2.37,0,6,6,21,0,1,62,0.0427,298.3699,0.000559,0,0
200,5.0,12,4,56.569,0.0003125,56.569,1.0,2.43,0,6,6,18,0,1,62,0.2311,313.1507,0.000559,0,0
200,8.0,6,0,90.51,0.0003125,56.569,1.6,5.72,3,6,0,1,1,0,250,2.6254,265.1982,0.00181,0,0
200,8.0,6,1,90.51,0.0003125,56.569,1.6,5.745,3,6,0,1,1,0,250,4.4853,331.3004,0.00181,0,0
200,8.0,6,2,90.51,0.0003125,56.569,1.6,5.745,1,6,0,1,1,0,250,1.0556,78.8294,0.00181,0,0
200,8.0,6,3,90.51,0.0003125,56.569,1.6,5.785,3,6,0,1,1,0,250,4.8888,201.36,0.00181,0,0
200,8.0,6,4,90.51,0.0003125,56.569,1.6,5.715,3,6,0,1,1,0,250,3.7504,298.5674,0.00181,0,0
200,8.0,10,0,90.51,0.0003125,56.569,1.6,7.0,3,10,0,1,1,0,250,2.9398,225.4358,0.00181,0,0
200,8.0,10,1,90.51,0.0003125,56.569,1.6,7.275,3,10,0,1,1,0,250,3.8818,392.463,0.00181,0,0
200,8.0,10,2,90.51,0.0003125,56.569,1.6,7.31,1,10,0,1,1,0,250,0.4822,79.5167,0.00181,1,0
200,8.0,10,3,90.51,0.0003125,56.569,1.6,7.235,3,10,0,1,1,0,250,3.5596,94.1568,0.00181,0,0
200,8.0,10,4,90.51,0.0003125,56.569,1.6,7.215,3,10,0,1,1,0,250,0.1279,390.1446,0.00181,1,0
200,8.0,12,0,90.51,0.0003125,56.569,1.6,7.0,3,10,0,1,1,0,250,2.9398,225.4358,0.00181,0,0
200,8.0,12,1,90.51,0.0003125,56.569,1.6,7.31,3,11,0,1,1,0,250,3.2769,397.5361,0.00181,0,0
200,8.0,12,2,90.51,0.0003125,56.569,1.6,7.34,1,11,0,1,1,0,250,0.7193,77.1222,0.00181,1,0
200,8.0,12,3,90.51,0.0003125,56.569,1.6,7.24,3,11,0,1,1,0,250,4.2369,91.6667,0.00181,0,0
200,8.0,12,4,90.51,0.0003125,56.569,1.6,7.24,3,11,0,1,1,1,201,0.0119,393.2975,0.00181,1,1
200,10.0,6,0,113.137,0.0003125,56.569,2.0,5.965,4,6,0,1,1,0,250,4.5547,269.1368,0.003162,0,0
200,10.0,6,1,113.137,0.0003125,56.569,2.0,5.975,4,6,0,1,1,0,250,8.2206,256.5315,0.003162,0,0
200,10.0,6,2,113.137,0.0003125,56.569,2.0,5.985,3,6,0,1,1,0,250,3.6747,155.4687,0.003162,0,0
200,10.0,6,3,113.137,0.0003125,56.569,2.0,5.98,4,6,0,1,1,0,250,2.5028,192.4637,0.003162,0,0
200,10.0,6,4,113.137,0.0003125,56.569,2.0,5.98,5,6,0,1,1,0,250,2.6783,228.1218,0.003162,0,0
200,10.0,10,0,113.137,0.0003125,56.569,2.0,9.46,4,10,0,1,1,0,250,5.5428,296.4233,0.003162,0,0
200,10.0,10,1,113.137,0.0003125,56.569,2.0,9.51,4,10,0,1,1,0,250,5.8411,406.3541,0.003162,0,0
200,10.0,10,2,113.137,0.0003125,56.569,2.0,9.54,3,10,0,1,1,0,250,0.7165,21.4295,0.003162,1,0
200,10.0,10,3,113.137,0.0003125,56.569,2.0,9.515,4,10,0,1,1,0,250,4.7293,68.1837,0.003162,0,0
200,10.0,10,4,113.137,0.0003125,56.569,2.0,9.575,5,10,0,1,1,0,250,4.9012,279.5203,0.003162,0,0
200,10.0,12,0,113.137,0.0003125,56.569,2.0,10.73,4,12,0,1,1,0,250,0.0648,20.119,0.003162,1,0
200,10.0,12,1,113.137,0.0003125,56.569,2.0,10.725,4,12,0,1,1,0,250,5.3188,394.1613,0.003162,0,0
200,10.0,12,2,113.137,0.0003125,56.569,2.0,10.855,3,12,0,1,1,1,214,0.0087,40.0233,0.003162,1,1
200,10.0,12,3,113.137,0.0003125,56.569,2.0,10.76,4,12,0,1,1,1,192,0.0015,42.7452,0.003162,1,1
200,10.0,12,4,113.137,0.0003125,56.569,2.0,10.9,5,12,0,1,1,1,163,0.0031,398.3204,0.003162,1,1
200,12.0,6,0,135.765,0.0003125,56.569,2.4,5.995,5,6,0,1,1,0,250,3.7312,238.263,0.004988,0,0
200,12.0,6,1,135.765,0.0003125,56.569,2.4,6.0,6,6,0,1,1,0,250,7.2114,228.9087,0.004988,0,0
200,12.0,6,2,135.765,0.0003125,56.569,2.4,5.995,5,6,0,1,1,0,250,3.6555,183.7683,0.004988,0,0
200,12.0,6,3,135.765,0.0003125,56.569,2.4,6.0,6,6,0,1,1,0,250,3.4845,225.221,0.004988,0,0
200,12.0,6,4,135.765,0.0003125,56.569,2.4,6.0,6,6,0,1,1,0,250,4.2401,175.845,0.004988,0,0
200,12.0,10,0,135.765,0.0003125,56.569,2.4,9.89,5,10,0,1,1,0,250,0.5693,61.6984,0.004988,1,0
