n_nodes,seed,tx_pct,k_neighbors,reference_columns,connected,mean_degree,ticks,converged_hard,mean_constraint_violation,procrustes_rmse,angle_mae_deg,angle_sd_deg,angle_cv_pct,n_edge_angles,directional_correctness,mode,init_mode,uniform_normalize,early_stop,max_ticks
750,4,7.229568912920511,10,28,1,9.996,150,0,1.895538844231293e-18,2.9136171657072296,3.1123553254970298,3.0168957579014775,96.9328833757017,3692,0.93,A_planned_geometry,mds,1,0,150
750,5,7.229568912920511,10,28,1,9.998666666666667,150,1,1.5278246904598255e-17,3.0509769530105797,3.195786948644302,2.9343972006625276,91.82080181869885,3694,0.935,A_planned_geometry,mds,1,0,150
750,6,7.229568912920511,10,28,1,10.0,150,1,4.7487480492802184e-17,3.36287332960905,3.344257883972545,3.0882633407792874,92.34525111176026,3719,0.94,A_planned_geometry,mds,1,0,150
750,7,7.229568912920511,10,28,1,10.0,150,1,1.5276209805010976e-17,3.2354147238447606,3.3035028475125454,3.3229026576382967,100.58724968680923,3704,0.95,A_planned_geometry,mds,1,0,150
750,8,7.229568912920511,10,28,1,9.997333333333334,150,1,3.056056909511398e-17,2.7289723032031152,3.0410593964196884,2.968256402318003,97.60599894275667,3691,0.955,A_planned_geometry,mds,1,0,150
750,9,7.229568912920511,10,28,1,9.998666666666667,150,1,3.032053279680385e-17,2.7898989033403727,3.0173734786304784,2.764198335068327,91.60941973689441,3707,0.94,A_planned_geometry,mds,1,0,150
750,10,7.229568912920511,10,28,1,9.996,150,1,3.791077688462586e-18,2.9793040116291696,3.077554725923518,2.7275009856389163,88.625588447349,3704,0.92,A_planned_geometry,mds,1,0,150
750,11,7.229568912920511,10,28,1,9.994666666666667,150,1,3.0568722928917373e-17,3.2599734351241754,3.2407453788723046,3.0622431851624907,94.49194019148989,3690,0.965,A_planned_geometry,mds,1,0,150
750,12,7.229568912920511,10,28,1,9.997333333333334,150,0,1.528028454755699e-17,3.3551943911888586,3.3773658502148787,3.276108473267451,97.00188308172224,3689,0.95,A_planned_geometry,mds,1,0,150
750,13,7.229568912920511,10,28,1,9.997333333333334,150,0,1.5162288306430518e-17,2.708675994082746,2.8722073043942453,2.825264114573279,98.36560579213253,3709,0.955,A_planned_geometry,mds,1,0,150
